country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,Victoria,City of Melbourne,,,,ChIJv_FYgkNd1moRpxLuRXZURFs,2022-09-10,-7.0,2.0,-20.0,-6.0,10.0,2.0
AU,Australia,Victoria,City of Melbourne,,,,ChIJv_FYgkNd1moRpxLuRXZURFs,2022-09-11,-21.0,-5.0,-51.0,-28.0,3.0,2.0
AU,Australia,Victoria,City of Melbourne,,,,ChIJv_FYgkNd1moRpxLuRXZURFs,2022-09-12,-41.0,-23.0,-60.0,-48.0,-22.0,12.0
AU,Australia,Victoria,City of Melbourne,,,,ChIJv_FYgkNd1moRpxLuRXZURFs,2022-09-13,-35.0,-21.0,-58.0,-44.0,-18.0,11.0
AU,Australia,Victoria,City of Melbourne,,,,ChIJv_FYgkNd1moRpxLuRXZURFs,2022-09-14,-34.0,-27.0,-53.0,-40.0,-20.0,10.0
AU,Australia,Victoria,City of Monash,,,,ChIJAW1BE1cV1moRwkykqCIpKcg,2022-09-08,-9.0,9.0,-16.0,-39.0,-20.0,7.0
AU,Australia,Victoria,City of Monash,,,,ChIJAW1BE1cV1moRwkykqCIpKcg,2022-09-09,-1.0,15.0,34.0,-32.0,-19.0,5.0
AU,Australia,Victoria,City of Monash,,,,ChIJAW1BE1cV1moRwkykqCIpKcg,2022-09-10,13.0,26.0,-13.0,-26.0,-14.0,3.0
AU,Australia,Victoria,City of Monash,,,,ChIJAW1BE1cV1moRwkykqCIpKcg,2022-09-11,8.0,18.0,-12.0,-38.0,-19.0,3.0
AU,Australia,Victoria,City of Monash,,,,ChIJAW1BE1cV1moRwkykqCIpKcg,2022-09-12,-7.0,12.0,9.0,-43.0,-22.0,7.0
AU,Australia,Victoria,City of Monash,,,,ChIJAW1BE1cV1moRwkykqCIpKcg,2022-09-13,-6.0,15.0,-14.0,-39.0,-21.0,6.0
AU,Australia,Victoria,City of Monash,,,,ChIJAW1BE1cV1moRwkykqCIpKcg,2022-09-14,-4.0,13.0,5.0,-32.0,-21.0,5.0
AU,Australia,Victoria,City of Moonee Valley,,,,ChIJNRWDGxVc1moR5Ez5kWZTlz4,2022-09-08,-9.0,10.0,-34.0,-42.0,-19.0,8.0
AU,Australia,Victoria,City of Moonee Valley,,,,ChIJNRWDGxVc1moR5Ez5kWZTlz4,2022-09-09,2.0,21.0,-4.0,-36.0,-21.0,6.0
AU,Australia,Victoria,City of Moonee Valley,,,,ChIJNRWDGxVc1moR5Ez5kWZTlz4,2022-09-10,1.0,16.0,-23.0,-23.0,-17.0,3.0
AU,Australia,Victoria,City of Moonee Valley,,,,ChIJNRWDGxVc1moR5Ez5kWZTlz4,2022-09-11,1.0,13.0,-26.0,-37.0,-20.0,3.0
AU,Australia,Victoria,City of Moonee Valley,,,,ChIJNRWDGxVc1moR5Ez5kWZTlz4,2022-09-12,-10.0,17.0,-42.0,-38.0,-22.0,8.0
AU,Australia,Victoria,City of Moonee Valley,,,,ChIJNRWDGxVc1moR5Ez5kWZTlz4,2022-09-13,-10.0,10.0,-36.0,-37.0,-23.0,8.0
AU,Australia,Victoria,City of Moonee Valley,,,,ChIJNRWDGxVc1moR5Ez5kWZTlz4,2022-09-14,-5.0,17.0,-27.0,-36.0,-24.0,7.0
AU,Australia,Victoria,City of Moreland,,,,ChIJR09Ut2lb1moRB2WJOHvYMRg,2022-09-08,-18.0,-4.0,-42.0,-44.0,-25.0,9.0
AU,Australia,Victoria,City of Moreland,,,,ChIJR09Ut2lb1moRB2WJOHvYMRg,2022-09-09,-4.0,1.0,-21.0,-38.0,-27.0,7.0
AU,Australia,Victoria,City of Moreland,,,,ChIJR09Ut2lb1moRB2WJOHvYMRg,2022-09-10,-12.0,-5.0,-38.0,-35.0,-13.0,4.0
AU,Australia,Victoria,City of Moreland,,,,ChIJR09Ut2lb1moRB2WJOHvYMRg,2022-09-11,-7.0,-5.0,-19.0,-46.0,-14.0,3.0
AU,Australia,Victoria,City of Moreland,,,,ChIJR09Ut2lb1moRB2WJOHvYMRg,2022-09-12,-15.0,-3.0,-35.0,-44.0,-27.0,9.0
AU,Australia,Victoria,City of Moreland,,,,ChIJR09Ut2lb1moRB2WJOHvYMRg,2022-09-13,-13.0,-3.0,-42.0,-43.0,-27.0,8.0
AU,Australia,Victoria,City of Moreland,,,,ChIJR09Ut2lb1moRB2WJOHvYMRg,2022-09-14,-13.0,-5.0,-27.0,-41.0,-26.0,8.0
AU,Australia,Victoria,City of Stonnington,,,,ChIJcbovqORp1moR9Z15BNtVA5A,2022-09-08,-24.0,-1.0,-49.0,-45.0,-39.0,11.0
AU,Australia,Victoria,City of Stonnington,,,,ChIJcbovqORp1moR9Z15BNtVA5A,2022-09-09,-19.0,2.0,-27.0,-42.0,-43.0,11.0
AU,Australia,Victoria,City of Stonnington,,,,ChIJcbovqORp1moR9Z15BNtVA5A,2022-09-10,-13.0,6.0,-22.0,-21.0,-13.0,4.0
AU,Australia,Victoria,City of Stonnington,,,,ChIJcbovqORp1moR9Z15BNtVA5A,2022-09-11,-16.0,-1.0,-26.0,-43.0,-16.0,4.0
AU,Australia,Victoria,City of Stonnington,,,,ChIJcbovqORp1moR9Z15BNtVA5A,2022-09-12,-26.0,-3.0,-43.0,-47.0,-43.0,11.0
AU,Australia,Victoria,City of Stonnington,,,,ChIJcbovqORp1moR9Z15BNtVA5A,2022-09-13,-26.0,-5.0,-47.0,-46.0,-40.0,12.0
AU,Australia,Victoria,City of Stonnington,,,,ChIJcbovqORp1moR9Z15BNtVA5A,2022-09-14,-20.0,4.0,-42.0,-43.0,-38.0,10.0
AU,Australia,Victoria,City of Warrnambool,,,,ChIJW88Th_JNzWoRbjlfkhG6P5g,2022-09-08,-18.0,-2.0,-68.0,,-2.0,3.0
AU,Australia,Victoria,City of Warrnambool,,,,ChIJW88Th_JNzWoRbjlfkhG6P5g,2022-09-09,-20.0,-11.0,-69.0,,0.0,3.0
AU,Australia,Victoria,City of Warrnambool,,,,ChIJW88Th_JNzWoRbjlfkhG6P5g,2022-09-10,-16.0,-5.0,-67.0,,-22.0,
AU,Australia,Victoria,City of Warrnambool,,,,ChIJW88Th_JNzWoRbjlfkhG6P5g,2022-09-11,-21.0,-13.0,-72.0,,-24.0,
AU,Australia,Victoria,City of Warrnambool,,,,ChIJW88Th_JNzWoRbjlfkhG6P5g,2022-09-12,-20.0,-5.0,-73.0,,2.0,3.0
AU,Australia,Victoria,City of Warrnambool,,,,ChIJW88Th_JNzWoRbjlfkhG6P5g,2022-09-13,-13.0,-8.0,-60.0,,1.0,2.0
AU,Australia,Victoria,City of Warrnambool,,,,ChIJW88Th_JNzWoRbjlfkhG6P5g,2022-09-14,-11.0,-8.0,-59.0,,0.0,2.0
AU,Australia,Victoria,City of Whittlesea,,,,ChIJyZ4oiR2112oRXKMqMMUed6s,2022-09-08,-9.0,1.0,-12.0,-27.0,-8.0,6.0
AU,Australia,Victoria,City of Whittlesea,,,,ChIJyZ4oiR2112oRXKMqMMUed6s,2022-09-09,2.0,5.0,14.0,-22.0,-3.0,3.0
AU,Australia,Victoria,City of Whittlesea,,,,ChIJyZ4oiR2112oRXKMqMMUed6s,2022-09-10,3.0,6.0,-9.0,-6.0,-7.0,3.0
AU,Australia,Victoria,City of Whittlesea,,,,ChIJyZ4oiR2112oRXKMqMMUed6s,2022-09-11,5.0,3.0,-16.0,-24.0,-7.0,3.0
AU,Australia,Victoria,City of Whittlesea,,,,ChIJyZ4oiR2112oRXKMqMMUed6s,2022-09-12,-2.0,6.0,-12.0,-26.0,-4.0,5.0
AU,Australia,Victoria,City of Whittlesea,,,,ChIJyZ4oiR2112oRXKMqMMUed6s,2022-09-13,-4.0,2.0,-21.0,-25.0,-7.0,4.0
AU,Australia,Victoria,City of Whittlesea,,,,ChIJyZ4oiR2112oRXKMqMMUed6s,2022-09-14,1.0,7.0,-5.0,-19.0,-7.0,3.0
AU,Australia,Victoria,City of Wodonga,,,,ChIJifxkuVpYIWsR1JpuHrgQ37M,2022-09-08,8.0,19.0,,,2.0,3.0
AU,Australia,Victoria,City of Wodonga,,,,ChIJifxkuVpYIWsR1JpuHrgQ37M,2022-09-09,13.0,29.0,,,9.0,2.0
AU,Australia,Victoria,City of Wodonga,,,,ChIJifxkuVpYIWsR1JpuHrgQ37M,2022-09-10,13.0,25.0,-13.0,,-4.0,
AU,Australia,Victoria,City of Wodonga,,,,ChIJifxkuVpYIWsR1JpuHrgQ37M,2022-09-11,19.0,29.0,,,-11.0,
AU,Australia,Victoria,City of Wodonga,,,,ChIJifxkuVpYIWsR1JpuHrgQ37M,2022-09-12,18.0,24.0,,,14.0,1.0
AU,Australia,Victoria,City of Wodonga,,,,ChIJifxkuVpYIWsR1JpuHrgQ37M,2022-09-13,15.0,25.0,,,9.0,1.0
AU,Australia,Victoria,City of Wodonga,,,,ChIJifxkuVpYIWsR1JpuHrgQ37M,2022-09-14,14.0,24.0,,,8.0,0.0
AU,Australia,Victoria,City of Wyndham,,,,ChIJm4jB3BaF1moRItR1TFPrXzc,2022-09-08,3.0,26.0,-28.0,-41.0,-11.0,8.0
AU,Australia,Victoria,City of Wyndham,,,,ChIJm4jB3BaF1moRItR1TFPrXzc,2022-09-09,11.0,44.0,7.0,-39.0,-12.0,5.0
AU,Australia,Victoria,City of Wyndham,,,,ChIJm4jB3BaF1moRItR1TFPrXzc,2022-09-10,11.0,30.0,-13.0,-22.0,7.0,2.0
AU,Australia,Victoria,City of Wyndham,,,,ChIJm4jB3BaF1moRItR1TFPrXzc,2022-09-11,7.0,28.0,-25.0,-22.0,-1.0,2.0
AU,Australia,Victoria,City of Wyndham,,,,ChIJm4jB3BaF1moRItR1TFPrXzc,2022-09-12,7.0,34.0,-15.0,-43.0,-10.0,7.0
AU,Australia,Victoria,City of Wyndham,,,,ChIJm4jB3BaF1moRItR1TFPrXzc,2022-09-13,5.0,30.0,-8.0,-39.0,-10.0,6.0
AU,Australia,Victoria,City of Wyndham,,,,ChIJm4jB3BaF1moRItR1TFPrXzc,2022-09-14,9.0,25.0,-3.0,-35.0,-11.0,6.0
AU,Australia,Victoria,City of Yarra,,,,ChIJtc7U9gBD1moRf2HGrPdUtvE,2022-09-08,-25.0,-17.0,-47.0,-40.0,-39.0,11.0
AU,Australia,Victoria,City of Yarra,,,,ChIJtc7U9gBD1moRf2HGrPdUtvE,2022-09-09,-13.0,-13.0,-23.0,-20.0,-42.0,10.0
AU,Australia,Victoria,City of Yarra,,,,ChIJtc7U9gBD1moRf2HGrPdUtvE,2022-09-10,-7.0,-12.0,-41.0,30.0,-32.0,4.0
AU,Australia,Victoria,City of Yarra,,,,ChIJtc7U9gBD1moRf2HGrPdUtvE,2022-09-11,-19.0,-17.0,-47.0,-31.0,-29.0,3.0
AU,Australia,Victoria,City of Yarra,,,,ChIJtc7U9gBD1moRf2HGrPdUtvE,2022-09-12,-26.0,-14.0,-38.0,-41.0,-43.0,12.0
AU,Australia,Victoria,City of Yarra,,,,ChIJtc7U9gBD1moRf2HGrPdUtvE,2022-09-13,-24.0,-17.0,-39.0,-41.0,-40.0,11.0
AU,Australia,Victoria,City of Yarra,,,,ChIJtc7U9gBD1moRf2HGrPdUtvE,2022-09-14,-20.0,-10.0,-29.0,-40.0,-42.0,11.0
AU,Australia,Victoria,Colac Otway Shire,,,,ChIJ3XieguUQ02oRirc0WeapOr0,2022-09-08,-22.0,,-65.0,,5.0,
AU,Australia,Victoria,Colac Otway Shire,,,,ChIJ3XieguUQ02oRirc0WeapOr0,2022-09-09,-22.0,,-61.0,,4.0,
AU,Australia,Victoria,Colac Otway Shire,,,,ChIJ3XieguUQ02oRirc0WeapOr0,2022-09-10,-21.0,,-60.0,,-27.0,
AU,Australia,Victoria,Colac Otway Shire,,,,ChIJ3XieguUQ02oRirc0WeapOr0,2022-09-11,-4.0,,-58.0,,-21.0,
AU,Australia,Victoria,Colac Otway Shire,,,,ChIJ3XieguUQ02oRirc0WeapOr0,2022-09-12,-35.0,,-72.0,,9.0,
AU,Australia,Victoria,Colac Otway Shire,,,,ChIJ3XieguUQ02oRirc0WeapOr0,2022-09-13,-22.0,,-64.0,,12.0,
AU,Australia,Victoria,Colac Otway Shire,,,,ChIJ3XieguUQ02oRirc0WeapOr0,2022-09-14,-7.0,,-44.0,,8.0,
AU,Australia,Victoria,Corangamite Shire,,,,ChIJ1S4caGb60moRCKaNAI3i35w,2022-09-08,,,-71.0,,6.0,
AU,Australia,Victoria,Corangamite Shire,,,,ChIJ1S4caGb60moRCKaNAI3i35w,2022-09-09,,,-69.0,,20.0,
AU,Australia,Victoria,Corangamite Shire,,,,ChIJ1S4caGb60moRCKaNAI3i35w,2022-09-10,,,-75.0,,,
AU,Australia,Victoria,Corangamite Shire,,,,ChIJ1S4caGb60moRCKaNAI3i35w,2022-09-11,,,-72.0,,,
AU,Australia,Victoria,Corangamite Shire,,,,ChIJ1S4caGb60moRCKaNAI3i35w,2022-09-12,,,-77.0,,15.0,
AU,Australia,Victoria,Corangamite Shire,,,,ChIJ1S4caGb60moRCKaNAI3i35w,2022-09-13,,,-70.0,,23.0,
AU,Australia,Victoria,Corangamite Shire,,,,ChIJ1S4caGb60moRCKaNAI3i35w,2022-09-14,,,-67.0,,12.0,
AU,Australia,Victoria,East Gippsland Shire,,,,ChIJw1MxsqAlO2sRIbk-PJ47vfQ,2022-09-08,-1.0,9.0,-17.0,,20.0,2.0
AU,Australia,Victoria,East Gippsland Shire,,,,ChIJw1MxsqAlO2sRIbk-PJ47vfQ,2022-09-09,12.0,12.0,-25.0,,21.0,3.0
AU,Australia,Victoria,East Gippsland Shire,,,,ChIJw1MxsqAlO2sRIbk-PJ47vfQ,2022-09-10,3.0,4.0,-24.0,,-5.0,
AU,Australia,Victoria,East Gippsland Shire,,,,ChIJw1MxsqAlO2sRIbk-PJ47vfQ,2022-09-11,4.0,5.0,-14.0,,-17.0,
AU,Australia,Victoria,East Gippsland Shire,,,,ChIJw1MxsqAlO2sRIbk-PJ47vfQ,2022-09-12,-6.0,9.0,-12.0,,24.0,3.0
AU,Australia,Victoria,East Gippsland Shire,,,,ChIJw1MxsqAlO2sRIbk-PJ47vfQ,2022-09-13,-6.0,2.0,-24.0,,12.0,3.0
AU,Australia,Victoria,East Gippsland Shire,,,,ChIJw1MxsqAlO2sRIbk-PJ47vfQ,2022-09-14,-3.0,8.0,-16.0,,12.0,3.0
AU,Australia,Victoria,Glenelg Shire,,,,ChIJ99BLcUWvzGoRc56q4yq63sk,2022-09-08,,,-51.0,,22.0,
AU,Australia,Victoria,Glenelg Shire,,,,ChIJ99BLcUWvzGoRc56q4yq63sk,2022-09-09,7.0,,-55.0,,21.0,
AU,Australia,Victoria,Glenelg Shire,,,,ChIJ99BLcUWvzGoRc56q4yq63sk,2022-09-10,,,-54.0,,-1.0,
AU,Australia,Victoria,Glenelg Shire,,,,ChIJ99BLcUWvzGoRc56q4yq63sk,2022-09-11,,,-56.0,,,
AU,Australia,Victoria,Glenelg Shire,,,,ChIJ99BLcUWvzGoRc56q4yq63sk,2022-09-12,,,-51.0,,22.0,
AU,Australia,Victoria,Glenelg Shire,,,,ChIJ99BLcUWvzGoRc56q4yq63sk,2022-09-13,,,-50.0,,16.0,
AU,Australia,Victoria,Glenelg Shire,,,,ChIJ99BLcUWvzGoRc56q4yq63sk,2022-09-14,,,-45.0,,21.0,
AU,Australia,Victoria,Golden Plains Shire,,,,ChIJexYS4lbk02oR860sKae_qD4,2022-09-08,,,,,22.0,
AU,Australia,Victoria,Golden Plains Shire,,,,ChIJexYS4lbk02oR860sKae_qD4,2022-09-09,,,,,25.0,
AU,Australia,Victoria,Golden Plains Shire,,,,ChIJexYS4lbk02oR860sKae_qD4,2022-09-10,,,,,4.0,
AU,Australia,Victoria,Golden Plains Shire,,,,ChIJexYS4lbk02oR860sKae_qD4,2022-09-12,,,,,17.0,
AU,Australia,Victoria,Golden Plains Shire,,,,ChIJexYS4lbk02oR860sKae_qD4,2022-09-13,,,,,15.0,
AU,Australia,Victoria,Golden Plains Shire,,,,ChIJexYS4lbk02oR860sKae_qD4,2022-09-14,,,,,19.0,
AU,Australia,Victoria,Greater Bendigo City,,,,ChIJIc5Hq9Df2WoRd6oSWAN4CN0,2022-09-08,-3.0,-3.0,-47.0,-18.0,4.0,4.0
AU,Australia,Victoria,Greater Bendigo City,,,,ChIJIc5Hq9Df2WoRd6oSWAN4CN0,2022-09-09,11.0,8.0,-15.0,-13.0,2.0,1.0
AU,Australia,Victoria,Greater Bendigo City,,,,ChIJIc5Hq9Df2WoRd6oSWAN4CN0,2022-09-10,10.0,-1.0,-17.0,-11.0,-4.0,4.0
AU,Australia,Victoria,Greater Bendigo City,,,,ChIJIc5Hq9Df2WoRd6oSWAN4CN0,2022-09-11,11.0,0.0,0.0,-45.0,-13.0,3.0
AU,Australia,Victoria,Greater Bendigo City,,,,ChIJIc5Hq9Df2WoRd6oSWAN4CN0,2022-09-12,6.0,3.0,-17.0,-8.0,7.0,2.0
AU,Australia,Victoria,Greater Bendigo City,,,,ChIJIc5Hq9Df2WoRd6oSWAN4CN0,2022-09-13,3.0,3.0,-14.0,-12.0,1.0,2.0
AU,Australia,Victoria,Greater Bendigo City,,,,ChIJIc5Hq9Df2WoRd6oSWAN4CN0,2022-09-14,6.0,1.0,-23.0,3.0,4.0,1.0
AU,Australia,Victoria,Greater Geelong City,,,,ChIJtRCT1EAi1GoRZT1X3HI-ioo,2022-09-08,-15.0,-1.0,-50.0,-30.0,-10.0,5.0
AU,Australia,Victoria,Greater Geelong City,,,,ChIJtRCT1EAi1GoRZT1X3HI-ioo,2022-09-09,-13.0,1.0,-33.0,-27.0,-11.0,2.0
AU,Australia,Victoria,Greater Geelong City,,,,ChIJtRCT1EAi1GoRZT1X3HI-ioo,2022-09-10,-10.0,1.0,-60.0,-27.0,-20.0,4.0
AU,Australia,Victoria,Greater Geelong City,,,,ChIJtRCT1EAi1GoRZT1X3HI-ioo,2022-09-11,-11.0,-1.0,-43.0,-27.0,-17.0,3.0
AU,Australia,Victoria,Greater Geelong City,,,,ChIJtRCT1EAi1GoRZT1X3HI-ioo,2022-09-12,-15.0,2.0,-30.0,-27.0,-8.0,4.0
AU,Australia,Victoria,Greater Geelong City,,,,ChIJtRCT1EAi1GoRZT1X3HI-ioo,2022-09-13,-11.0,4.0,-40.0,-28.0,-10.0,4.0
AU,Australia,Victoria,Greater Geelong City,,,,ChIJtRCT1EAi1GoRZT1X3HI-ioo,2022-09-14,-7.0,0.0,-26.0,-24.0,-9.0,3.0
AU,Australia,Victoria,Greater Shepparton City,,,,ChIJF_mwlyWB2GoRMLprYYliSHU,2022-09-08,-5.0,4.0,-51.0,,11.0,4.0
AU,Australia,Victoria,Greater Shepparton City,,,,ChIJF_mwlyWB2GoRMLprYYliSHU,2022-09-09,5.0,16.0,-27.0,,18.0,1.0
AU,Australia,Victoria,Greater Shepparton City,,,,ChIJF_mwlyWB2GoRMLprYYliSHU,2022-09-10,11.0,13.0,-34.0,,-14.0,4.0
AU,Australia,Victoria,Greater Shepparton City,,,,ChIJF_mwlyWB2GoRMLprYYliSHU,2022-09-11,27.0,12.0,-19.0,,-16.0,
AU,Australia,Victoria,Greater Shepparton City,,,,ChIJF_mwlyWB2GoRMLprYYliSHU,2022-09-12,0.0,4.0,-25.0,,19.0,0.0
AU,Australia,Victoria,Greater Shepparton City,,,,ChIJF_mwlyWB2GoRMLprYYliSHU,2022-09-13,-4.0,2.0,-32.0,,11.0,1.0
AU,Australia,Victoria,Greater Shepparton City,,,,ChIJF_mwlyWB2GoRMLprYYliSHU,2022-09-14,2.0,5.0,-17.0,,13.0,1.0
AU,Australia,Victoria,Hepburn Shire,,,,ChIJTTF5AlEs0WoRB5WEh9Zd9j0,2022-09-08,,,,,-4.0,
AU,Australia,Victoria,Hepburn Shire,,,,ChIJTTF5AlEs0WoRB5WEh9Zd9j0,2022-09-09,,,,,6.0,
AU,Australia,Victoria,Hepburn Shire,,,,ChIJTTF5AlEs0WoRB5WEh9Zd9j0,2022-09-10,-13.0,,-30.0,,,
AU,Australia,Victoria,Hepburn Shire,,,,ChIJTTF5AlEs0WoRB5WEh9Zd9j0,2022-09-11,-3.0,,,,,
AU,Australia,Victoria,Hepburn Shire,,,,ChIJTTF5AlEs0WoRB5WEh9Zd9j0,2022-09-12,,,,,8.0,
AU,Australia,Victoria,Hepburn Shire,,,,ChIJTTF5AlEs0WoRB5WEh9Zd9j0,2022-09-13,,,,,-6.0,
AU,Australia,Victoria,Hepburn Shire,,,,ChIJTTF5AlEs0WoRB5WEh9Zd9j0,2022-09-14,,,,,-6.0,
AU,Australia,Victoria,Horsham Rural City,,,,ChIJxweEHk9nzmoR7gQrMhl86sI,2022-09-08,,,,,9.0,
AU,Australia,Victoria,Horsham Rural City,,,,ChIJxweEHk9nzmoR7gQrMhl86sI,2022-09-09,5.0,21.0,,,9.0,
AU,Australia,Victoria,Horsham Rural City,,,,ChIJxweEHk9nzmoR7gQrMhl86sI,2022-09-10,7.0,,,,-11.0,
AU,Australia,Victoria,Horsham Rural City,,,,ChIJxweEHk9nzmoR7gQrMhl86sI,2022-09-12,,,,,14.0,
AU,Australia,Victoria,Horsham Rural City,,,,ChIJxweEHk9nzmoR7gQrMhl86sI,2022-09-13,-9.0,3.0,,,8.0,
AU,Australia,Victoria,Horsham Rural City,,,,ChIJxweEHk9nzmoR7gQrMhl86sI,2022-09-14,-2.0,7.0,,,2.0,
AU,Australia,Victoria,Indigo Shire,,,,ChIJ3e2WHkhMIWsRdgbRs-b4Is4,2022-09-08,,,,,16.0,
AU,Australia,Victoria,Indigo Shire,,,,ChIJ3e2WHkhMIWsRdgbRs-b4Is4,2022-09-09,,,,,21.0,
AU,Australia,Victoria,Indigo Shire,,,,ChIJ3e2WHkhMIWsRdgbRs-b4Is4,2022-09-12,,,,,22.0,
AU,Australia,Victoria,Indigo Shire,,,,ChIJ3e2WHkhMIWsRdgbRs-b4Is4,2022-09-13,,,,,15.0,
AU,Australia,Victoria,Indigo Shire,,,,ChIJ3e2WHkhMIWsRdgbRs-b4Is4,2022-09-14,,,,,10.0,
AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-08,-5.0,-10.0,,-35.0,-4.0,2.0
AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-09,-1.0,-1.0,,-30.0,-1.0,2.0
AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-10,1.0,-11.0,-34.0,-27.0,-20.0,3.0
AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-11,1.0,-8.0,-22.0,-32.0,-26.0,2.0
AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-12,-7.0,-6.0,,-26.0,0.0,2.0
AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-13,-6.0,-4.0,-34.0,-21.0,0.0,1.0
AU,Australia,Victoria,Latrobe City,,,,ChIJOTw1Lv0TKWsRuc78O2JcVNI,2022-09-14,-2.0,-7.0,-17.0,-18.0,0.0,1.0
AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-08,18.0,-11.0,,-41.0,-10.0,7.0
AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-09,29.0,-8.0,,-28.0,-5.0,5.0
AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-10,28.0,-4.0,-42.0,,-15.0,
AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-11,35.0,-18.0,-26.0,,-24.0,
AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-12,29.0,-10.0,,-41.0,-4.0,6.0
AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-13,24.0,-6.0,,-41.0,-11.0,7.0
AU,Australia,Victoria,Macedon Ranges Shire,,,,ChIJ49kasq4E12oRr8wScMrDxnM,2022-09-14,34.0,-7.0,,-29.0,-8.0,6.0
AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-08,-16.0,-1.0,-26.0,-19.0,-16.0,6.0
AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-09,-9.0,6.0,-4.0,-19.0,-18.0,6.0
AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-10,-7.0,8.0,-7.0,-14.0,-20.0,3.0
AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-11,-10.0,2.0,-3.0,-14.0,-31.0,2.0
AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-12,-17.0,3.0,-23.0,-28.0,-15.0,6.0
AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-13,-16.0,-3.0,-28.0,-27.0,-16.0,6.0
AU,Australia,Victoria,Maroondah City,,,,ChIJt73vIV461moR4mGb3EELBvo,2022-09-14,-10.0,-2.0,-17.0,-21.0,-16.0,6.0
AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-08,3.0,27.0,-34.0,-24.0,12.0,4.0
AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-09,12.0,41.0,16.0,-21.0,11.0,3.0
AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-10,15.0,38.0,-14.0,-11.0,13.0,2.0
AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-11,18.0,37.0,-22.0,-8.0,5.0,2.0
AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-12,9.0,40.0,-16.0,-20.0,13.0,4.0
AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-13,7.0,35.0,-10.0,-19.0,11.0,3.0
AU,Australia,Victoria,Melton City,,,,ChIJAy6X3ojy1moREPMohCgh1GM,2022-09-14,9.0,33.0,-16.0,-10.0,13.0,3.0
AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-08,-15.0,10.0,,-28.0,10.0,4.0
AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-09,-15.0,8.0,-5.0,-31.0,15.0,1.0
AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-10,-11.0,6.0,5.0,-44.0,-13.0,4.0
AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-11,-14.0,8.0,2.0,-42.0,-13.0,
AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-12,-24.0,4.0,-11.0,-22.0,20.0,0.0
